,จังหวัด,จำนวนสมาชิกสภาผู้แทนราษฎร,จำนวนเขตเลือกตั้ง,ท้องที่ที่ประกอบเป็นเขตเลือกตั้ง,ลำดับที่,เขตเลือกตั้งที่,interior,exterior,subinterior
0,ตราด,1,1,ทั้งจังหวัด,1,1,,,
1,นครนายก,1,1,ทั้งจังหวัด,2,1,,,
2,พังงา,1,1,ทั้งจังหวัด,3,1,,,
3,แม่ฮ่องสอน,1,1,ทั้งจังหวัด,4,1,,,
4,ระนอง,1,1,ทั้งจังหวัด,5,1,,,
5,สมุทรสงคราม,1,1,ทั้งจังหวัด,6,1,,,
6,สิงห์บุรี,1,1,ทั้งจังหวัด,7,1,,,
7,อ่างทอง,1,1,ทั้งจังหวัด,8,1,,,
8,กระบี่,2,2,เมืองกระบี่,9,1,,,
9,กระบี่,2,2,อ่าวลึก,9,1,,,
10,กระบี่,2,2,ปลายพระยา,9,1,,,
11,กระบี่,2,2,เขาพนม,9,1,หน้าเขา,,
12,กระบี่,2,2,เขาพนม,9,1,เขาดิน,,
13,กระบี่,2,2,เหนือคลอง,9,2,,,
14,กระบี่,2,2,คลองท่อม,9,2,,,
15,กระบี่,2,2,เกาะลันตา,9,2,,,
16,กระบี่,2,2,ลำทับ,9,2,,,
17,กระบี่,2,2,เขาพนม,9,2,,หน้าเขา,
18,กระบี่,2,2,เขาพนม,9,2,,เขาดิน,
19,ชัยนาท,2,2,เมืองชัยนาท,10,1,,,
20,ชัยนาท,2,2,สรรพยา,10,1,,,
21,ชัยนาท,2,2,มโนรมย์,10,1,,,
22,ชัยนาท,2,2,วัดสิงห์,10,1,มะขามเฒ่า,,
23,ชัยนาท,2,2,วัดสิงห์,10,1,หนองน้อย,,
24,ชัยนาท,2,2,วัดสิงห์,10,1,หนองบัว,,
25,ชัยนาท,2,2,วัดสิงห์,10,1,หนองขุ่น,,
26,ชัยนาท,2,2,วัดสิงห์,10,1,เทศบาลตำบลวัดสิงห์,,
27,ชัยนาท,2,2,สรรคบุรี,10,2,,,
28,ชัยนาท,2,2,หันคา,10,2,,,
29,ชัยนาท,2,2,เนินขาม,10,2,,,
30,ชัยนาท,2,2,หนองมะโมง,10,2,,,
31,ชัยนาท,2,2,วัดสิงห์,10,2,,มะขามเฒ่า,
32,ชัยนาท,2,2,วัดสิงห์,10,2,,หนองน้อย,
33,ชัยนาท,2,2,วัดสิงห์,10,2,,หนองบัว,
34,ชัยนาท,2,2,วัดสิงห์,10,2,,หนองขุ่น,
35,ชัยนาท,2,2,วัดสิงห์,10,2,,เทศบาลตำบลวัดสิงห์,
36,บึงกาฬ,2,2,เมืองบึงกาฬ,11,1,,,
37,บึงกาฬ,2,2,โซ่พิสัย,11,1,,,
38,บึงกาฬ,2,2,ปากคาด,11,1,,,
39,บึงกาฬ,2,2,บุ่งคล้า,11,1,,,
40,บึงกาฬ,2,2,เซกา,11,2,,,
41,บึงกาฬ,2,2,พรเจริญ,11,2,,,
42,บึงกาฬ,2,2,ศรีวิไล,11,2,,,
43,บึงกาฬ,2,2,บึงโขงหลง,11,2,,,
44,แพร่,2,2,เมืองแพร่,12,1,,,
45,แพร่,2,2,สอง,12,1,,,
46,แพร่,2,2,ร้องกวาง,12,1,,,
47,แพร่,2,2,หนองม่วงไข่,12,1,,,
48,แพร่,2,2,สูงเม่น,12,2,,,
49,แพร่,2,2,เด่นชัย,12,2,,,
50,แพร่,2,2,ลอง,12,2,,,
51,แพร่,2,2,วังชิ้น,12,2,,,
52,ภูเก็ต,2,2,เมืองภูเก็ต,13,1,,เกาะแก้ว,
53,ภูเก็ต,2,2,เมืองภูเก็ต,13,1,,ราไวย์,
54,ภูเก็ต,2,2,เมืองภูเก็ต,13,1,,กะรน,
55,ภูเก็ต,2,2,ถลาง,13,2,,,
56,ภูเก็ต,2,2,กะทู้,13,2,,,
57,ภูเก็ต,2,2,เมืองภูเก็ต,13,2,เกาะแก้ว,,
58,ภูเก็ต,2,2,เมืองภูเก็ต,13,2,ราไวย์,,
59,ภูเก็ต,2,2,เมืองภูเก็ต,13,2,กะรน,,
60,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,มุกดาหาร,,
61,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,ศรีบุญเรือง,,
62,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,คำอาฮวน,,
63,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,ดงเย็น,,
64,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,บางทรายใหญ่,,
65,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,บ้านโคก,,
66,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,คำป่าหลาย,,
67,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,กุดแข้,,
68,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,นาสีนวน,,
69,มุกดาหาร,2,2,เมืองมุกดาหาร,14,1,โพนทราย,,
70,มุกดาหาร,2,2,ดอนตาล,14,1,,,
71,มุกดาหาร,2,2,หว้านใหญ่,14,1,,,
72,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,มุกดาหาร,
73,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,ศรีบุญเรือง,
74,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,คำอาฮวน,
75,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,ดงเย็น,
76,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,บางทรายใหญ่,
77,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,บ้านโคก,
78,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,คำป่าหลาย,
79,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,กุดแข้,
80,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,นาสีนวน,
81,มุกดาหาร,2,2,เมืองมุกดาหาร,14,2,,โพนทราย,
82,มุกดาหาร,2,2,คำชะอี,14,2,,,
83,มุกดาหาร,2,2,นิคมคำสร้อย,14,2,,,
84,มุกดาหาร,2,2,ดงหลวง,14,2,,,
85,มุกดาหาร,2,2,หนองสูง,14,2,,,
86,ลำพูน,2,2,เมืองลำพูน,15,1,,,
87,ลำพูน,2,2,แม่ทา,15,1,,,
88,ลำพูน,2,2,บ้านธิ,15,1,,,
89,ลำพูน,2,2,เวียงหนองล่อง,15,2,,,
90,ลำพูน,2,2,บ้านโฮ่ง,15,2,,,
91,ลำพูน,2,2,ทุ่งหัวช้าง,15,2,,,
92,ลำพูน,2,2,ลี้,15,2,,,
93,ลำพูน,2,2,ป่าซาง,15,2,,,
94,สตูล,2,2,เมืองสตูล,16,1,,,
95,สตูล,2,2,ควนโดน,16,1,,,
96,สตูล,2,2,ควนกาหลง,16,1,ทุ่งนุ้ย,,
97,สตูล,2,2,ควนกาหลง,16,2,,ทุ่งนุ้ย,
98,สตูล,2,2,ละงู,16,2,,,
99,สตูล,2,2,ท่าแพ,16,2,,,
100,สตูล,2,2,ทุ่งหว้า,16,2,,,
101,สตูล,2,2,มะนัง,16,2,,,
102,อำนาจเจริญ,2,2,เมืองอำนาจเจริญ,17,1,,,
103,อำนาจเจริญ,2,2,หัวตะพาน,17,1,,,
104,อำนาจเจริญ,2,2,ปทุมราชวงศา,17,2,,,
105,อำนาจเจริญ,2,2,ลืออำนาจ,17,2,,,
106,อำนาจเจริญ,2,2,ชานุมาน,17,2,,,
107,อำนาจเจริญ,2,2,เสนางคนิคม,17,2,,,
108,อำนาจเจริญ,2,2,พนา,17,2,,,
109,อุตรดิตถ์,2,2,เมืองอุตรดิตถ์,18,1,,,
110,อุตรดิตถ์,2,2,ตรอน,18,1,,,
111,อุตรดิตถ์,2,2,ลับแล,18,1,,,
112,อุตรดิตถ์,2,2,พิชัย,18,2,,,
113,อุตรดิตถ์,2,2,ทองแสนขัน,18,2,,,
114,อุตรดิตถ์,2,2,ท่าปลา,18,2,,,
115,อุตรดิตถ์,2,2,น้ำปาด,18,2,,,
116,อุตรดิตถ์,2,2,ฟากท่า,18,2,,,
117,อุตรดิตถ์,2,2,บ้านโคก,18,2,,,
118,อุทัยธานี,2,2,เมืองอุทัยธานี,19,1,,,
119,อุทัยธานี,2,2,หนองขาหย่าง,19,1,,,
120,อุทัยธานี,2,2,ทัพทัน,19,1,,,
121,อุทัยธานี,2,2,สว่างอารมณ์,19,1,,,
122,อุทัยธานี,2,2,หนองฉาง,19,1,,ทุ่งโพ,
123,อุทัยธานี,2,2,หนองฉาง,19,1,,เขากวางทอง,
124,อุทัยธานี,2,2,หนองฉาง,19,1,,เขาบางแกรก,
125,อุทัยธานี,2,2,ลานสัก,19,2,,,
126,อุทัยธานี,2,2,ห้วยคต,19,2,,,
127,อุทัยธานี,2,2,บ้านไร่,19,2,,,
128,อุทัยธานี,2,2,หนองฉาง,19,2,ทุ่งโพ,,
129,อุทัยธานี,2,2,หนองฉาง,19,2,เขากวางทอง,,
130,อุทัยธานี,2,2,หนองฉาง,19,2,เขาบางแกรก,,
131,จันทบุรี,3,3,เมืองจันทบุรี,20,1,,,
132,จันทบุรี,3,3,แหลมสิงห์,20,1,,,
133,จันทบุรี,3,3,ท่าใหม่,20,2,,,
134,จันทบุรี,3,3,นายายอาม,20,2,,,
135,จันทบุรี,3,3,แก่งหางแมว,20,2,,,
136,จันทบุรี,3,3,เขาคิชฌกูฏ,20,2,,,
137,จันทบุรี,3,3,โป่งน้ำร้อน,20,3,,,
138,จันทบุรี,3,3,ขลุง,20,3,,,
139,จันทบุรี,3,3,มะขาม,20,3,,,
140,จันทบุรี,3,3,สอยดาว,20,3,,,
141,ชุมพร,3,3,เมืองชุมพร,21,1,,วังใหม่,
142,ชุมพร,3,3,เมืองชุมพร,21,1,,บ้านนา,
143,ชุมพร,3,3,เมืองชุมพร,21,1,,หาดพันไกร,
144,ชุมพร,3,3,เมืองชุมพร,21,1,,บางลึก,
145,ชุมพร,3,3,เมืองชุมพร,21,1,,ถ้ำสิงห์,
146,ชุมพร,3,3,สวี,21,1,,เขาทะลุ,
147,ชุมพร,3,3,สวี,21,1,,เขาค่าย,
148,ชุมพร,3,3,เมืองชุมพร,21,2,วังใหม่,,
149,ชุมพร,3,3,เมืองชุมพร,21,2,บ้านนา,,
150,ชุมพร,3,3,เมืองชุมพร,21,2,หาดพันไกร,,
151,ชุมพร,3,3,เมืองชุมพร,21,2,บางลึก,,
152,ชุมพร,3,3,เมืองชุมพร,21,2,ถ้ำสิงห์,,
153,ชุมพร,3,3,ท่าแซะ,21,2,,,
154,ชุมพร,3,3,ปะทิว,21,2,,,
155,ชุมพร,3,3,สวี,21,3,เขาทะลุ,,
156,ชุมพร,3,3,สวี,21,3,เขาค่าย,,
157,ชุมพร,3,3,หลังสวน,21,3,,,
158,ชุมพร,3,3,ละแม,21,3,,,
159,ชุมพร,3,3,พะโต๊ะ,21,3,,,
160,ชุมพร,3,3,ทุ่งตะโก,21,3,,,
161,ตรัง,3,3,เมืองตรัง,22,1,,,
162,ตรัง,3,3,นาโยง,22,1,,,
163,ตรัง,3,3,ย่านตาขาว,22,1,นาชุมเห็ด,,
164,ตรัง,3,3,ย่านตาขาว,22,1,โพรงจระเข้,,
165,ตรัง,3,3,ห้วยยอด,22,2,,,
166,ตรัง,3,3,รัษฎา,22,2,,,
167,ตรัง,3,3,วังวิเศษ,22,2,,,
168,ตรัง,3,3,สิเกา,22,2,,,
169,ตรัง,3,3,กันตัง,22,2,โคกยาง,,
170,ตรัง,3,3,กันตัง,22,3,,โคกยาง,
171,ตรัง,3,3,ปะเหลียน,22,3,,,
172,ตรัง,3,3,หาดสำราญ,22,3,,,
173,ตรัง,3,3,ย่านตาขาว,22,3,,นาชุมเห็ด,
174,ตรัง,3,3,ย่านตาขาว,22,3,,โพรงจระเข้,
175,ตาก,3,3,เมืองตาก,23,1,,,
176,ตาก,3,3,บ้านตาก,23,1,,ท้องฟ้า,
177,ตาก,3,3,บ้านตาก,23,1,,เกาะตะเภา,
178,ตาก,3,3,วังเจ้า,23,1,,,
179,ตาก,3,3,สามเงา,23,1,,,
180,ตาก,3,3,แม่สอด,23,2,,แม่กาษา,
181,ตาก,3,3,แม่สอด,23,2,,ท่าสายลวด,
182,ตาก,3,3,แม่สอด,23,2,,แม่ปะ,
183,ตาก,3,3,พบพระ,23,2,,,
184,ตาก,3,3,อุ้มผาง,23,2,,,
185,ตาก,3,3,แม่สอด,23,3,แม่กาษา,,
186,ตาก,3,3,แม่สอด,23,3,ท่าสายลวด,,
187,ตาก,3,3,แม่สอด,23,3,แม่ปะ,,
188,ตาก,3,3,แม่ระมาด,23,3,,,
189,ตาก,3,3,ท่าสองยาง,23,3,,,
190,ตาก,3,3,บ้านตาก,23,3,ท้องฟ้า,,
191,ตาก,3,3,บ้านตาก,23,3,เกาะตะเภา,,
192,น่าน,3,3,เมืองน่าน,24,1,,,
193,น่าน,3,3,ภูเพียง,24,1,,,
194,น่าน,3,3,ท่าวังผา,24,1,,,
195,น่าน,3,3,เวียงสา,24,2,,,
196,น่าน,3,3,นาน้อย,24,2,,,
197,น่าน,3,3,นาหมื่น,24,2,,,
198,น่าน,3,3,แม่จริม,24,2,,,
199,น่าน,3,3,บ้านหลวง,24,2,,,
200,น่าน,3,3,สันติสุข,24,2,,,
201,น่าน,3,3,ปัว,24,3,,,
202,น่าน,3,3,เชียงกลาง,24,3,,,
203,น่าน,3,3,สองแคว,24,3,,,
204,น่าน,3,3,บ่อเกลือ,24,3,,,
205,น่าน,3,3,เฉลิมพระเกียรติ,24,3,,,
206,น่าน,3,3,ทุ่งช้าง,24,3,,,
207,ประจวบคีรีขันธ์,3,3,เมืองประจวบคีรีขันธ์,25,1,,,
208,ประจวบคีรีขันธ์,3,3,กุยบุรี,25,1,,,
209,ประจวบคีรีขันธ์,3,3,สามร้อยยอด,25,1,,,
210,ประจวบคีรีขันธ์,3,3,หัวหิน,25,2,,,
211,ประจวบคีรีขันธ์,3,3,ปราณบุรี,25,2,,,
212,ประจวบคีรีขันธ์,3,3,ทับสะแก,25,3,,,
213,ประจวบคีรีขันธ์,3,3,บางสะพาน,25,3,,,
214,ประจวบคีรีขันธ์,3,3,บางสะพานน้อย,25,3,,,
215,ปราจีนบุรี,3,3,เมืองปราจีนบุรี,26,1,,,
216,ปราจีนบุรี,3,3,บ้านสร้าง,26,1,,,
217,ปราจีนบุรี,3,3,ศรีมโหสถ,26,1,,,
218,ปราจีนบุรี,3,3,ศรีมหาโพธิ,26,2,,,
219,ปราจีนบุรี,3,3,ประจันตคาม,26,2,,,
220,ปราจีนบุรี,3,3,กบินทร์บุรี,26,2,ลาดตะเคียน,,
221,ปราจีนบุรี,3,3,กบินทร์บุรี,26,2,หาดนางแก้ว,,
222,ปราจีนบุรี,3,3,กบินทร์บุรี,26,2,วังดาล,,
223,ปราจีนบุรี,3,3,กบินทร์บุรี,26,2,นนทรี,,
224,ปราจีนบุรี,3,3,กบินทร์บุรี,26,2,นาแขม,,
225,ปราจีนบุรี,3,3,นาดี,26,3,,,
226,ปราจีนบุรี,3,3,กบินทร์บุรี,26,3,,ลาดตะเคียน,
227,ปราจีนบุรี,3,3,กบินทร์บุรี,26,3,,หาดนางแก้ว,
228,ปราจีนบุรี,3,3,กบินทร์บุรี,26,3,,วังดาล,
229,ปราจีนบุรี,3,3,กบินทร์บุรี,26,3,,นนทรี,
230,ปราจีนบุรี,3,3,กบินทร์บุรี,26,3,,นาแขม,
231,พะเยา,3,3,เมืองพะเยา,27,1,,,
232,พะเยา,3,3,แม่ใจ,27,1,,,
233,พะเยา,3,3,เชียงคำ,27,2,,,
234,พะเยา,3,3,จุน,27,2,,,
235,พะเยา,3,3,ภูซาง,27,2,,,
236,พะเยา,3,3,ดอกคำใต้,27,3,,,
237,พะเยา,3,3,ภูกามยาว,27,3,,,
238,พะเยา,3,3,ปง,27,3,,,
239,พะเยา,3,3,เชียงม่วน,27,3,,,
240,พัทลุง,3,3,เมืองพัทลุง,28,1,,,
241,พัทลุง,3,3,เขาชัยสน,28,1,,,
242,พัทลุง,3,3,ควนขนุน,28,2,,,
243,พัทลุง,3,3,ป่าพะยอม,28,2,,,
244,พัทลุง,3,3,ศรีบรรพต,28,2,,,
245,พัทลุง,3,3,ศรีนครินทร์,28,2,,,
246,พัทลุง,3,3,ปากพะยูน,28,3,,,
247,พัทลุง,3,3,ป่าบอน,28,3,,,
248,พัทลุง,3,3,กงหรา,28,3,,,
249,พัทลุง,3,3,ตะโหมด,28,3,,,
250,พัทลุง,3,3,บางแก้ว,28,3,,,
251,พิจิตร,3,3,เมืองพิจิตร,29,1,,,
252,พิจิตร,3,3,สามง่าม,29,1,,,
253,พิจิตร,3,3,วชิรบารมี,29,1,,,
254,พิจิตร,3,3,ตะพานหิน,29,2,,,
255,พิจิตร,3,3,ทับคล้อ,29,2,,,
256,พิจิตร,3,3,ดงเจริญ,29,2,,,
257,พิจิตร,3,3,วังทรายพูน,29,2,,,
258,พิจิตร,3,3,สากเหล็ก,29,2,,,
259,พิจิตร,3,3,โพทะเล,29,3,,,
260,พิจิตร,3,3,บางมูลนาก,29,3,,,
261,พิจิตร,3,3,บึงนาราง,29,3,,,
262,พิจิตร,3,3,โพธิ์ประทับช้าง,29,3,,,
263,เพชรบุรี,3,3,เมืองเพชรบุรี,30,1,,,
264,เพชรบุรี,3,3,บ้านแหลม,30,1,,บ้านแหลม,
265,เพชรบุรี,3,3,บ้านแหลม,30,1,,บางตะบูน,
266,เพชรบุรี,3,3,บ้านแหลม,30,1,,บางตะบูนออก,
267,เพชรบุรี,3,3,ชะอำ,30,2,,,
268,เพชรบุรี,3,3,ท่ายาง,30,2,,,
269,เพชรบุรี,3,3,เขาย้อย,30,3,,,
270,เพชรบุรี,3,3,บ้านลาด,30,3,,,
271,เพชรบุรี,3,3,หนองหญ้าปล้อง,30,3,,,
272,เพชรบุรี,3,3,แก่งกระจาน,30,3,,,
273,เพชรบุรี,3,3,บ้านแหลม,30,3,บ้านแหลม,,
274,เพชรบุรี,3,3,บ้านแหลม,30,3,บางตะบูน,,
275,เพชรบุรี,3,3,บ้านแหลม,30,3,บางตะบูนออก,,
276,ยโสธร,3,3,เมืองยโสธร,31,1,,,
277,ยโสธร,3,3,ทรายมูล,31,1,,,
278,ยโสธร,3,3,ป่าติ้ว,31,1,ศรีฐาน,,
279,ยโสธร,3,3,ป่าติ้ว,31,1,กระจาย,,
280,ยโสธร,3,3,คำเขื่อนแก้ว,31,1,ทุ่งมน,,
281,ยโสธร,3,3,คำเขื่อนแก้ว,31,2,,ทุ่งมน,
282,ยโสธร,3,3,มหาชนะชัย,31,2,,,
283,ยโสธร,3,3,ค้อวัง,31,2,,,
284,ยโสธร,3,3,ป่าติ้ว,31,2,,ศรีฐาน,
285,ยโสธร,3,3,ป่าติ้ว,31,2,,กระจาย,
286,ยโสธร,3,3,ไทยเจริญ,31,2,น้ำคำ,,
287,ยโสธร,3,3,ไทยเจริญ,31,2,คำไผ่,,
288,ยโสธร,3,3,เลิงนกทา,31,3,,,
289,ยโสธร,3,3,กุดชุม,31,3,,,
290,ยโสธร,3,3,ไทยเจริญ,31,3,,น้ำคำ,
291,ยโสธร,3,3,ไทยเจริญ,31,3,,คำไผ่,
292,ยะลา,3,3,เมืองยะลา,32,1,,บุดี,
293,ยะลา,3,3,เมืองยะลา,32,1,,เปาะเส้ง,
294,ยะลา,3,3,เมืองยะลา,32,1,,บันนังสาเรง,
295,ยะลา,3,3,ยะหา,32,1,ยะหา,,
296,ยะลา,3,3,ยะหา,32,1,ตาชี,,
297,ยะลา,3,3,ยะหา,32,1,บาโงยซิแน,,
298,ยะลา,3,3,เมืองยะลา,32,2,บุดี,,
299,ยะลา,3,3,เมืองยะลา,32,2,เปาะเส้ง,,
300,ยะลา,3,3,เมืองยะลา,32,2,บันนังสาเรง,,
301,ยะลา,3,3,รามัน,32,2,,,
302,ยะลา,3,3,ยะหา,32,2,,ยะหา,
303,ยะลา,3,3,ยะหา,32,2,,ตาชี,
304,ยะลา,3,3,ยะหา,32,2,,บาโงยซิแน,
305,ยะลา,3,3,กาบัง,32,2,,,
306,ยะลา,3,3,กรงปินัง,32,3,,,
307,ยะลา,3,3,บันนังสตา,32,3,,,
308,ยะลา,3,3,ธารโต,32,3,,,
309,ยะลา,3,3,เบตง,32,3,,,
310,เลย,3,3,เมืองเลย,33,1,,,
311,เลย,3,3,ปากชม,33,1,,,
312,เลย,3,3,นาด้วง,33,1,,,
313,เลย,3,3,เอราวัณ,33,1,เอราวัณ,,
314,เลย,3,3,เอราวัณ,33,1,ผาอินทร์แปลง,,
315,เลย,3,3,หนองหิน,33,2,,,
316,เลย,3,3,ภูหลวง,33,2,,,
317,เลย,3,3,ภูกระดึง,33,2,,,
318,เลย,3,3,ผาขาว,33,2,,,
319,เลย,3,3,วังสะพุง,33,2,วังสะพุง,,
320,เลย,3,3,วังสะพุง,33,2,หนองหญ้าปล้อง,,
321,เลย,3,3,วังสะพุง,33,2,ผาน้อย,,
322,เลย,3,3,วังสะพุง,33,2,ผาบิ้ง,,
323,เลย,3,3,วังสะพุง,33,2,โคกขมิ้น,,
324,เลย,3,3,วังสะพุง,33,2,ศรีสงคราม,,
325,เลย,3,3,เอราวัณ,33,2,,เอราวัณ,
326,เลย,3,3,เอราวัณ,33,2,,ผาอินทร์แปลง,
327,เลย,3,3,นาแห้ว,33,3,,,
328,เลย,3,3,ด่านซ้าย,33,3,,,
329,เลย,3,3,ภูเรือ,33,3,,,
330,เลย,3,3,ท่าลี่,33,3,,,
331,เลย,3,3,เชียงคาน,33,3,,,
332,เลย,3,3,วังสะพุง,33,3,,วังสะพุง,
333,เลย,3,3,วังสะพุง,33,3,,หนองหญ้าปล้อง,
334,เลย,3,3,วังสะพุง,33,3,,ผาน้อย,
335,เลย,3,3,วังสะพุง,33,3,,ผาบิ้ง,
336,เลย,3,3,วังสะพุง,33,3,,โคกขมิ้น,
337,เลย,3,3,วังสะพุง,33,3,,ศรีสงคราม,
338,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,มหาชัย,,
339,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,ท่าฉลอม,,
340,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,โกรกกราก,,
341,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,บางหญ้าแพรก,,
342,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,ท่าทราย,,
343,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,คอกกระบือ,,
344,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,โคกขาม,,
345,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,พันท้ายนรสิงห์,,
346,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,1,บางน้ำจืด,,
347,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,2,นาดี,,
348,สมุทรสาคร,3,3,กระทุ่มแบน,34,2,อ้อมน้อย,,
349,สมุทรสาคร,3,3,กระทุ่มแบน,34,2,สวนหลวง,,
350,สมุทรสาคร,3,3,กระทุ่มแบน,34,2,ตลาดกระทุ่มแบน,,
351,สมุทรสาคร,3,3,กระทุ่มแบน,34,2,ดอนไก่ดี,,
352,สมุทรสาคร,3,3,กระทุ่มแบน,34,2,ท่าไม้,,
353,สมุทรสาคร,3,3,กระทุ่มแบน,34,2,แคราย,,
354,สมุทรสาคร,3,3,กระทุ่มแบน,34,2,คลองมะเดื่อ,,
355,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,นาโคก,,
356,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,กาหลง,,
357,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,บางโทรัด,,
358,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,บ้านบ่อ,,
359,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,ชัยมงคล,,
360,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,บางกระเจ้า,,
361,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,บ้านเกาะ,,
362,สมุทรสาคร,3,3,เมืองสมุทรสาคร,34,3,ท่าจีน,,
363,สมุทรสาคร,3,3,กระทุ่มแบน,34,3,,อ้อมน้อย,
364,สมุทรสาคร,3,3,กระทุ่มแบน,34,3,,สวนหลวง,
365,สมุทรสาคร,3,3,กระทุ่มแบน,34,3,,ตลาดกระทุ่มแบน,
366,สมุทรสาคร,3,3,กระทุ่มแบน,34,3,,ดอนไก่ดี,
367,สมุทรสาคร,3,3,กระทุ่มแบน,34,3,,ท่าไม้,
368,สมุทรสาคร,3,3,กระทุ่มแบน,34,3,,แคราย,
369,สมุทรสาคร,3,3,กระทุ่มแบน,34,3,,คลองมะเดื่อ,
370,สมุทรสาคร,3,3,บ้านแพ้ว,34,3,,,
371,สระแก้ว,3,3,เมืองสระแก้ว,35,1,,,
372,สระแก้ว,3,3,เขาฉกรรจ์,35,1,,,
373,สระแก้ว,3,3,วังน้ำเย็น,35,1,ทุ่งมหาเจริญ,,
374,สระแก้ว,3,3,วัฒนานคร,35,2,,ช่องกุ่ม,
375,สระแก้ว,3,3,วัฒนานคร,35,2,,แซร์ออ,
376,สระแก้ว,3,3,วังน้ำเย็น,35,2,,ทุ่งมหาเจริญ,
377,สระแก้ว,3,3,คลองหาด,35,2,,,
378,สระแก้ว,3,3,วังสมบูรณ์,35,2,,,
379,สระแก้ว,3,3,อรัญประเทศ,35,3,,,
380,สระแก้ว,3,3,ตาพระยา,35,3,,,
381,สระแก้ว,3,3,โคกสูง,35,3,,,
382,สระแก้ว,3,3,วัฒนานคร,35,3,ช่องกุ่ม,,
383,สระแก้ว,3,3,วัฒนานคร,35,3,แซร์ออ,,
384,สระบุรี,3,3,เมืองสระบุรี,36,1,,,
385,สระบุรี,3,3,เฉลิมพระเกียรติ,36,1,,,
386,สระบุรี,3,3,พระพุทธบาท,36,1,,,
387,สระบุรี,3,3,แก่งคอย,36,2,,,
388,สระบุรี,3,3,วิหารแดง,36,2,,,
