,จังหวัด,จำนวนสมาชิกสภาผู้แทนราษฎร,จำนวนเขตเลือกตั้ง,ท้องที่ที่ประกอบเป็นเขตเลือกตั้ง,ลำดับที่,เขตเลือกตั้งที่,interior,exterior,subinterior
1433,สงขลา,8,8,จะนะ,71,8,,,
1434,สงขลา,8,8,เทพา,71,8,,,
1435,อุดรธานี,8,8,เมืองอุดรธานี,72,1,เทศบาลนครอุดรธานี,,
1436,อุดรธานี,8,8,เมืองอุดรธานี,72,1,เทศบาลเมืองหนองสำโรง,,
1437,อุดรธานี,8,8,เมืองอุดรธานี,72,1,เทศบาลตำบลหนองบัว,,
1438,อุดรธานี,8,8,เมืองอุดรธานี,72,1,นาดี,,
1439,อุดรธานี,8,8,เพ็ญ,72,2,,,
1440,อุดรธานี,8,8,เมืองอุดรธานี,72,2,บ้านขาว,,
1441,อุดรธานี,8,8,เมืองอุดรธานี,72,2,นาข่า,,
1442,อุดรธานี,8,8,เมืองอุดรธานี,72,2,นากว้าง,,
1443,อุดรธานี,8,8,เมืองอุดรธานี,72,2,กุดสระ,,
1444,อุดรธานี,8,8,เมืองอุดรธานี,72,2,หนองบัว,,
1445,อุดรธานี,8,8,เมืองอุดรธานี,72,2,สามพร้าว,,
1446,อุดรธานี,8,8,เมืองอุดรธานี,72,2,หมูม่น,,
1447,อุดรธานี,8,8,เมืองอุดรธานี,72,2,เทศบาลตำบลนาข่า,,
1448,อุดรธานี,8,8,พิบูลย์รักษ์,72,2,,นาทราย,
1449,อุดรธานี,8,8,บ้านดุง,72,3,,,
1450,อุดรธานี,8,8,ทุ่งฝน,72,3,,,
1451,อุดรธานี,8,8,สร้างคอม,72,3,,,
1452,อุดรธานี,8,8,พิบูลย์รักษ์,72,3,นาทราย,,
1453,อุดรธานี,8,8,หนองหาน,72,4,,,
1454,อุดรธานี,8,8,ประจักษ์ศิลปาคม,72,4,,,
1455,อุดรธานี,8,8,เมืองอุดรธานี,72,4,โนนสูง,,
1456,อุดรธานี,8,8,เมืองอุดรธานี,72,4,หนองนาคำ,,
1457,อุดรธานี,8,8,เมืองอุดรธานี,72,4,เทศบาลตำบลหนองไผ่,,
1458,อุดรธานี,8,8,เมืองอุดรธานี,72,4,เทศบาลตำบลหนองขอนกว้าง,,
1459,อุดรธานี,8,8,วังสามหมอ,72,5,,,
1460,อุดรธานี,8,8,ศรีธาตุ,72,5,,,
1461,อุดรธานี,8,8,ไชยวาน,72,5,,,
1462,อุดรธานี,8,8,กู่แก้ว,72,5,,,
1463,อุดรธานี,8,8,กุมภวาปี,72,5,สีออ,,
1464,อุดรธานี,8,8,กุมภวาปี,72,5,เทศบาลตำบลเวียงคำ,,
1465,อุดรธานี,8,8,กุมภวาปี,72,5,ท่าลี่,,
1466,อุดรธานี,8,8,หนองแสง,72,6,,,
1467,อุดรธานี,8,8,โนนสะอาด,72,6,,,
1468,อุดรธานี,8,8,กุมภวาปี,72,6,,สีออ,
1469,อุดรธานี,8,8,กุมภวาปี,72,6,,เทศบาลตำบลเวียงคำ,
1470,อุดรธานี,8,8,กุมภวาปี,72,6,,ท่าลี่,
1471,อุดรธานี,8,8,เมืองอุดรธานี,72,6,บ้านจั่น,,
1472,อุดรธานี,8,8,เมืองอุดรธานี,72,6,เทศบาลตำบลบ้านจั่น,,
1473,อุดรธานี,8,8,เมืองอุดรธานี,72,6,บ้านตาด,,
1474,อุดรธานี,8,8,กุดจับ,72,7,,,
1475,อุดรธานี,8,8,หนองวัวซอ,72,7,,,
1476,อุดรธานี,8,8,เมืองอุดรธานี,72,7,หนองไฮ,,
1477,อุดรธานี,8,8,เมืองอุดรธานี,72,7,โคกสะอาด,,
1478,อุดรธานี,8,8,เมืองอุดรธานี,72,7,นิคมสงเคราะห์,,
1479,อุดรธานี,8,8,เมืองอุดรธานี,72,7,เชียงพิณ,,
1480,อุดรธานี,8,8,เมืองอุดรธานี,72,7,เชียงยืน,,
1481,อุดรธานี,8,8,เมืองอุดรธานี,72,7,บ้านเลื่อม,,
1482,อุดรธานี,8,8,เมืองอุดรธานี,72,7,เทศบาลตำบลนิคมสงเคราะห์,,
1483,อุดรธานี,8,8,บ้านผือ,72,8,,,
1484,อุดรธานี,8,8,น้ำโสม,72,8,,,
1485,อุดรธานี,8,8,นายูง,72,8,,,
1486,เชียงใหม่,9,9,เมืองเชียงใหม่,73,1,,,
1487,เชียงใหม่,9,9,สารภี,73,2,,,
1488,เชียงใหม่,9,9,หางดง,73,2,,,
1489,เชียงใหม่,9,9,สันกำแพง,73,3,,,
1490,เชียงใหม่,9,9,ดอยสะเก็ด,73,3,,,
1491,เชียงใหม่,9,9,แม่ออน,73,3,,,
1492,เชียงใหม่,9,9,สันทราย,73,4,,,
1493,เชียงใหม่,9,9,พร้าว,73,4,,,
1494,เชียงใหม่,9,9,แม่แตง,73,4,แม่หอพระ,,
1495,เชียงใหม่,9,9,แม่ริม,73,5,,,
1496,เชียงใหม่,9,9,สะเมิง,73,5,,,
1497,เชียงใหม่,9,9,กัลยาณิวัฒนา,73,5,,,
1498,เชียงใหม่,9,9,แม่แตง,73,5,,แม่หอพระ,
1499,เชียงใหม่,9,9,ไชยปราการ,73,6,,,
1500,เชียงใหม่,9,9,เชียงดาว,73,6,,,
1501,เชียงใหม่,9,9,เวียงแหง,73,6,,,
1502,เชียงใหม่,9,9,ฝาง,73,7,,,
1503,เชียงใหม่,9,9,แม่อาย,73,7,,,
1504,เชียงใหม่,9,9,สันป่าตอง,73,8,,,
1505,เชียงใหม่,9,9,จอมทอง,73,8,,,
1506,เชียงใหม่,9,9,แม่วาง,73,8,,,
1507,เชียงใหม่,9,9,ดอยหล่อ,73,8,,,
1508,เชียงใหม่,9,9,ฮอด,73,9,,,
1509,เชียงใหม่,9,9,แม่แจ่ม,73,9,,,
1510,เชียงใหม่,9,9,อมก๋อย,73,9,,,
1511,เชียงใหม่,9,9,ดอยเต่า,73,9,,,
1512,ขอนแก่น,10,10,เมืองขอนแก่น,74,1,ในเมือง,,
1513,ขอนแก่น,10,10,เมืองขอนแก่น,74,1,เมืองเก่า,,
1514,ขอนแก่น,10,10,เมืองขอนแก่น,74,1,บ้านเป็ด,,
1515,ขอนแก่น,10,10,ซำสูง,74,2,,,
1516,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,ศิลา,,
1517,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,บ้านทุ่ม,,
1518,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,พระลับ,,
1519,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,หนองตูม,,
1520,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,ท่าพระ,,
1521,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,บึงเนียม,,
1522,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,โคกสี,,
1523,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,บ้านหว้า,,
1524,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,ดอนช้าง,,
1525,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,ดอนหัน,,
1526,ขอนแก่น,10,10,เมืองขอนแก่น,74,2,แดงใหญ่,,
1527,ขอนแก่น,10,10,กระนวน,74,3,,,
1528,ขอนแก่น,10,10,น้ำพอง,74,3,,,
1529,ขอนแก่น,10,10,เขาสวนกวาง,74,4,,,
1530,ขอนแก่น,10,10,อุบลรัตน์,74,4,,,
1531,ขอนแก่น,10,10,บ้านฝาง,74,4,,,
1532,ขอนแก่น,10,10,เมืองขอนแก่น,74,4,บ้านค้อ,,
1533,ขอนแก่น,10,10,เมืองขอนแก่น,74,4,สำราญ,,
1534,ขอนแก่น,10,10,เมืองขอนแก่น,74,4,โนนท่อน,,
1535,ขอนแก่น,10,10,เมืองขอนแก่น,74,4,สาวะถี,,
1536,ขอนแก่น,10,10,หนองนาคำ,74,5,,,
1537,ขอนแก่น,10,10,ภูเวียง,74,5,,,
1538,ขอนแก่น,10,10,เวียงเก่า,74,5,,,
1539,ขอนแก่น,10,10,สีชมพู,74,5,,นาจาน,
1540,ขอนแก่น,10,10,สีชมพู,74,5,,ซำยาง,
1541,ขอนแก่น,10,10,สีชมพู,74,5,,ภูห่าน,
1542,ขอนแก่น,10,10,สีชมพู,74,5,,หนองแดง,
1543,ขอนแก่น,10,10,ชุมแพ,74,6,,,
1544,ขอนแก่น,10,10,ภูผาม่าน,74,6,,,
1545,ขอนแก่น,10,10,สีชมพู,74,6,นาจาน,,
1546,ขอนแก่น,10,10,สีชมพู,74,6,ซำยาง,,
1547,ขอนแก่น,10,10,สีชมพู,74,6,ภูห่าน,,
1548,ขอนแก่น,10,10,สีชมพู,74,6,หนองแดง,,
1549,ขอนแก่น,10,10,หนองเรือ,74,7,,,
1550,ขอนแก่น,10,10,มัญจาคีรี,74,7,,,
1551,ขอนแก่น,10,10,พล,74,8,,,
1552,ขอนแก่น,10,10,แวงน้อย,74,8,,,
1553,ขอนแก่น,10,10,แวงใหญ่,74,8,,,
1554,ขอนแก่น,10,10,โคกโพธิ์ไชย,74,8,,,
1555,ขอนแก่น,10,10,หนองสองห้อง,74,9,,,
1556,ขอนแก่น,10,10,โนนศิลา,74,9,,,
1557,ขอนแก่น,10,10,ชนบท,74,9,,,
1558,ขอนแก่น,10,10,เปือยน้อย,74,9,,,
1559,ขอนแก่น,10,10,บ้านไผ่,74,10,,,
1560,ขอนแก่น,10,10,บ้านแฮด,74,10,,,
1561,ขอนแก่น,10,10,พระยืน,74,10,,,
1562,อุบลราชธานี,10,10,เมืองอุบลราชธานี,75,1,,กระโสบ,
1563,อุบลราชธานี,10,10,เมืองอุบลราชธานี,75,1,,กุดลาด,
1564,อุบลราชธานี,10,10,เขื่องใน,75,2,,,
1565,อุบลราชธานี,10,10,ม่วงสามสิบ,75,2,,,
1566,อุบลราชธานี,10,10,วารินชำราบ,75,3,,,
1567,อุบลราชธานี,10,10,นาเยีย,75,3,,,
1568,อุบลราชธานี,10,10,เดชอุดม,75,4,,ทุ่งเทิง,
1569,อุบลราชธานี,10,10,ตระการพืชผล,75,5,,,
1570,อุบลราชธานี,10,10,กุดข้าวปุ้น,75,5,,,
1571,อุบลราชธานี,10,10,เหล่าเสือโก้ก,75,5,,,
1572,อุบลราชธานี,10,10,เขมราฐ,75,6,,,
1573,อุบลราชธานี,10,10,โพธิ์ไทร,75,6,,,
1574,อุบลราชธานี,10,10,นาตาล,75,6,,,
1575,อุบลราชธานี,10,10,ศรีเมืองใหม่,75,6,นาเลิน,,
1576,อุบลราชธานี,10,10,ศรีเมืองใหม่,75,6,หนามแท่ง,,
1577,อุบลราชธานี,10,10,ศรีเมืองใหม่,75,7,,นาเลิน,
1578,อุบลราชธานี,10,10,ศรีเมืองใหม่,75,7,,หนามแท่ง,
1579,อุบลราชธานี,10,10,โขงเจียม,75,7,,,
1580,อุบลราชธานี,10,10,ตาลสุม,75,7,,,
1581,อุบลราชธานี,10,10,ดอนมดแดง,75,7,,,
1582,อุบลราชธานี,10,10,เมืองอุบลราชธานี,75,7,กระโสบ,,
1583,อุบลราชธานี,10,10,เมืองอุบลราชธานี,75,7,กุดลาด,,
1584,อุบลราชธานี,10,10,พิบูลมังสาหาร,75,8,,,
1585,อุบลราชธานี,10,10,สว่างวีระวงศ์,75,8,,,
1586,อุบลราชธานี,10,10,สิรินธร,75,8,ฝางคำ,,
1587,อุบลราชธานี,10,10,สิรินธร,75,8,คันไร่,,
1588,อุบลราชธานี,10,10,สิรินธร,75,8,นิคมสร้างตนเองลำโดมน้อย,,
1589,อุบลราชธานี,10,10,บุณฑริก,75,9,,,
1590,อุบลราชธานี,10,10,นาจะหลวย,75,9,,,
1591,อุบลราชธานี,10,10,สิรินธร,75,9,,ฝางคำ,
1592,อุบลราชธานี,10,10,สิรินธร,75,9,,คันไร่,
1593,อุบลราชธานี,10,10,สิรินธร,75,9,,นิคมสร้างตนเองลำโดมน้อย,
1594,อุบลราชธานี,10,10,น้ำยืน,75,10,,,
1595,อุบลราชธานี,10,10,น้ำขุ่น,75,10,,,
1596,อุบลราชธานี,10,10,ทุ่งศรีอุดม,75,10,,,
1597,อุบลราชธานี,10,10,สำโรง,75,10,,,
1598,อุบลราชธานี,10,10,เดชอุดม,75,10,ทุ่งเทิง,,
1599,นครราชสีมา,14,14,เมืองนครราชสีมา,76,1,ในเมือง,,
1600,นครราชสีมา,14,14,เมืองนครราชสีมา,76,1,หนองจะบก,,
1601,นครราชสีมา,14,14,เมืองนครราชสีมา,76,1,โพธิ์กลาง,,
1602,นครราชสีมา,14,14,เมืองนครราชสีมา,76,1,หนองไผ่ล้อม,,
1603,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,จอหอ,,
1604,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,บ้านใหม่,,
1605,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,หมื่นไวย,,
1606,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,โคกสูง,,
1607,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,พุดซา,,
1608,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,บ้านโพธิ์,,
1609,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,หนองกระทุ่ม,,
1610,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,ตลาด,,
1611,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,สีมุม,,
1612,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,หนองไข่น้ำ,,
1613,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,บ้านเกาะ,,
1614,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,มะเริง,,
1615,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,พลกรัง,,
1616,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,โคกกรวด,,
1617,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,สุรนารี,,
1618,นครราชสีมา,14,14,เมืองนครราชสีมา,76,2,ปรุใหญ่,,
1619,นครราชสีมา,14,14,สูงเนิน,76,3,,,
1620,นครราชสีมา,14,14,ขามทะเลสอ,76,3,,,
1621,นครราชสีมา,14,14,สีคิ้ว,76,3,สีคิ้ว,,
1622,นครราชสีมา,14,14,สีคิ้ว,76,3,ลาดบัวขาว,,
1623,นครราชสีมา,14,14,สีคิ้ว,76,3,หนองน้ำใส,,
1624,นครราชสีมา,14,14,สีคิ้ว,76,3,คลองไผ่,,
1625,นครราชสีมา,14,14,สีคิ้ว,76,3,มิตรภาพ,,
1626,นครราชสีมา,14,14,สีคิ้ว,76,3,หนองหญ้าขาว,,
1627,นครราชสีมา,14,14,โนนสูง,76,4,,,
1628,นครราชสีมา,14,14,โนนไทย,76,4,กำปัง,,
1629,นครราชสีมา,14,14,โนนไทย,76,4,ถนนโพธิ์,,
1630,นครราชสีมา,14,14,โนนไทย,76,4,สำโรง,,
1631,นครราชสีมา,14,14,โนนไทย,76,4,ด่านจาก,,
1632,นครราชสีมา,14,14,โนนไทย,76,4,มะค่า,,
1633,นครราชสีมา,14,14,พิมาย,76,4,สัมฤทธิ์,,
1634,นครราชสีมา,14,14,พิมาย,76,4,ท่าหลวง,,
1635,นครราชสีมา,14,14,พิมาย,76,4,กระเบื้องใหญ่,,
1636,นครราชสีมา,14,14,พิมาย,76,4,ชีวาน,,
1637,นครราชสีมา,14,14,บัวใหญ่,76,5,,,
1638,นครราชสีมา,14,14,แก้งสนามนาง,76,5,,,
1639,นครราชสีมา,14,14,บัวลาย,76,5,,,
1640,นครราชสีมา,14,14,สีดา,76,5,,,
1641,นครราชสีมา,14,14,บ้านเหลื่อม,76,5,,,
1642,นครราชสีมา,14,14,ประทาย,76,6,,,
1643,นครราชสีมา,14,14,โนนแดง,76,6,,,
1644,นครราชสีมา,14,14,เมืองยาง,76,6,,,
1645,นครราชสีมา,14,14,ลำทะเมนชัย,76,6,,,
1646,นครราชสีมา,14,14,คง,76,6,เทพาลัย,,
1647,นครราชสีมา,14,14,คง,76,6,ขามสมบูรณ์,,
1648,นครราชสีมา,14,14,คง,76,6,ตาจั่น,,
1649,นครราชสีมา,14,14,ชุมพวง,76,7,,,
1650,นครราชสีมา,14,14,พิมาย,76,7,,สัมฤทธิ์,
1651,นครราชสีมา,14,14,พิมาย,76,7,,ท่าหลวง,
1652,นครราชสีมา,14,14,พิมาย,76,7,,กระเบื้องใหญ่,
1653,นครราชสีมา,14,14,พิมาย,76,7,,ชีวาน,
1654,นครราชสีมา,14,14,ห้วยแถลง,76,8,,,
1655,นครราชสีมา,14,14,จักราช,76,8,,,
1656,นครราชสีมา,14,14,เฉลิมพระเกียรติ,76,8,,,
1657,นครราชสีมา,14,14,โชคชัย,76,9,,,
1658,นครราชสีมา,14,14,หนองบุญมาก,76,9,,,
1659,นครราชสีมา,14,14,เมืองนครราชสีมา,76,9,หัวทะเล,,
1660,นครราชสีมา,14,14,เมืองนครราชสีมา,76,9,หนองระเวียง,,
1661,นครราชสีมา,14,14,เมืองนครราชสีมา,76,9,พะเนา,,
1662,นครราชสีมา,14,14,ครบุรี,76,10,,,
1663,นครราชสีมา,14,14,เสิงสาง,76,10,,,
1664,นครราชสีมา,14,14,วังน้ำเขียว,76,10,วังน้ำเขียว,,
1665,นครราชสีมา,14,14,วังน้ำเขียว,76,10,ไทยสามัคคี,,
1666,นครราชสีมา,14,14,ปักธงชัย,76,11,,,
1667,นครราชสีมา,14,14,วังน้ำเขียว,76,11,,วังน้ำเขียว,
1668,นครราชสีมา,14,14,วังน้ำเขียว,76,11,,ไทยสามัคคี,
1669,นครราชสีมา,14,14,เมืองนครราชสีมา,76,11,หนองบัวศาลา,,
1670,นครราชสีมา,14,14,เมืองนครราชสีมา,76,11,ไชยมงคล,,
1671,นครราชสีมา,14,14,ปากช่อง,76,11,วังกะทะ,,
1672,นครราชสีมา,14,14,ปากช่อง,76,12,,วังกะทะ,
1673,นครราชสีมา,14,14,ด่านขุนทด,76,13,,,
1674,นครราชสีมา,14,14,เทพารักษ์,76,13,,,
1675,นครราชสีมา,14,14,สีคิ้ว,76,13,,สีคิ้ว,
1676,นครราชสีมา,14,14,สีคิ้ว,76,13,,ลาดบัวขาว,
1677,นครราชสีมา,14,14,สีคิ้ว,76,13,,หนองน้ำใส,
1678,นครราชสีมา,14,14,สีคิ้ว,76,13,,คลองไผ่,
1679,นครราชสีมา,14,14,สีคิ้ว,76,13,,มิตรภาพ,
1680,นครราชสีมา,14,14,สีคิ้ว,76,13,,หนองหญ้าขาว,
1681,นครราชสีมา,14,14,ขามสะแกแสง,76,14,,,
1682,นครราชสีมา,14,14,พระทองคำ,76,14,,,
1683,นครราชสีมา,14,14,คง,76,14,,เทพาลัย,
1684,นครราชสีมา,14,14,คง,76,14,,ขามสมบูรณ์,
1685,นครราชสีมา,14,14,คง,76,14,,ตาจั่น,
1686,นครราชสีมา,14,14,โนนไทย,76,14,,กำปัง,
1687,นครราชสีมา,14,14,โนนไทย,76,14,,ถนนโพธิ์,
1688,นครราชสีมา,14,14,โนนไทย,76,14,,สำโรง,
1689,นครราชสีมา,14,14,โนนไทย,76,14,,ด่านจาก,
1690,นครราชสีมา,14,14,โนนไทย,76,14,,มะค่า,
1691,กรุงเทพมหานคร,30,30,พระนคร,77,1,,,
1692,กรุงเทพมหานคร,30,30,ป้อมปราบศัตรูพ่าย,77,1,,,
1693,กรุงเทพมหานคร,30,30,สัมพันธวงศ์,77,1,,,
1694,กรุงเทพมหานคร,30,30,ดุสิต,77,1,,ถนนนครไชยศรี,
1695,กรุงเทพมหานคร,30,30,ปทุมวัน,77,2,,,
1696,กรุงเทพมหานคร,30,30,บางรัก,77,2,,,
1697,กรุงเทพมหานคร,30,30,สาทร,77,2,,,
1698,กรุงเทพมหานคร,30,30,บางคอแหลม,77,3,,,
1699,กรุงเทพมหานคร,30,30,ยานนาวา,77,3,,,
1700,กรุงเทพมหานคร,30,30,คลองเตย,77,4,,,
1701,กรุงเทพมหานคร,30,30,วัฒนา,77,4,,,
1702,กรุงเทพมหานคร,30,30,ดินแดง,77,5,,,
1703,กรุงเทพมหานคร,30,30,ห้วยขวาง,77,5,,,
1704,กรุงเทพมหานคร,30,30,พญาไท,77,6,,,
1705,กรุงเทพมหานคร,30,30,ราชเทวี,77,6,,,
1706,กรุงเทพมหานคร,30,30,จตุจักร,77,6,จตุจักร,,
1707,กรุงเทพมหานคร,30,30,จตุจักร,77,6,จอมพล,,
1708,กรุงเทพมหานคร,30,30,บางซื่อ,77,7,,,
1709,กรุงเทพมหานคร,30,30,ดุสิต,77,7,ถนนนครไชยศรี,,
1710,กรุงเทพมหานคร,30,30,ลาดพร้าว,77,8,,,
1711,กรุงเทพมหานคร,30,30,วังทองหลาง,77,8,,พลับพลา,
1712,กรุงเทพมหานคร,30,30,หลักสี่,77,9,,,
1713,กรุงเทพมหานคร,30,30,จตุจักร,77,9,,จตุจักร,
1714,กรุงเทพมหานคร,30,30,จตุจักร,77,9,,จอมพล,
1715,กรุงเทพมหานคร,30,30,ดอนเมือง,77,10,,,
1716,กรุงเทพมหานคร,30,30,สายไหม,77,11,,,
1717,กรุงเทพมหานคร,30,30,บางเขน,77,12,,,
1718,กรุงเทพมหานคร,30,30,บางกะปิ,77,13,,,
1719,กรุงเทพมหานคร,30,30,วังทองหลาง,77,13,พลับพลา,,
1720,กรุงเทพมหานคร,30,30,บึงกุ่ม,77,14,,,
1721,กรุงเทพมหานคร,30,30,คันนายาว,77,14,รามอินทรา,,
1722,กรุงเทพมหานคร,30,30,มีนบุรี,77,15,,,
1723,กรุงเทพมหานคร,30,30,คันนายาว,77,15,,รามอินทรา,
1724,กรุงเทพมหานคร,30,30,คลองสามวา,77,16,,,
1725,กรุงเทพมหานคร,30,30,หนองจอก,77,17,,,
1726,กรุงเทพมหานคร,30,30,ลาดกระบัง,77,18,,,
1727,กรุงเทพมหานคร,30,30,สะพานสูง,77,19,,,
1728,กรุงเทพมหานคร,30,30,ประเวศ,77,19,,หนองบอน,
1729,กรุงเทพมหานคร,30,30,ประเวศ,77,19,,ดอกไม้,
1730,กรุงเทพมหานคร,30,30,สวนหลวง,77,20,,,
1731,กรุงเทพมหานคร,30,30,ประเวศ,77,20,หนองบอน,,
1732,กรุงเทพมหานคร,30,30,ประเวศ,77,20,ดอกไม้,,
1733,กรุงเทพมหานคร,30,30,บางนา,77,21,,,
1734,กรุงเทพมหานคร,30,30,พระโขนง,77,21,,,
1735,กรุงเทพมหานคร,30,30,คลองสาน,77,22,,,
1736,กรุงเทพมหานคร,30,30,บางกอกใหญ่,77,22,,,
1737,กรุงเทพมหานคร,30,30,ธนบุรี,77,22,,ดาวคะนอง,
1738,กรุงเทพมหานคร,30,30,ธนบุรี,77,22,,บุคคโล,
1739,กรุงเทพมหานคร,30,30,ธนบุรี,77,22,,สำเหร่,
1740,กรุงเทพมหานคร,30,30,จอมทอง,77,23,,,
1741,กรุงเทพมหานคร,30,30,ธนบุรี,77,23,ดาวคะนอง,,
1742,กรุงเทพมหานคร,30,30,ธนบุรี,77,23,บุคคโล,,
1743,กรุงเทพมหานคร,30,30,ธนบุรี,77,23,สำเหร่,,
1744,กรุงเทพมหานคร,30,30,ราษฎร์บูรณะ,77,24,,,
1745,กรุงเทพมหานคร,30,30,ทุ่งครุ,77,24,,,
1746,กรุงเทพมหานคร,30,30,บางขุนเทียน,77,25,,,
1747,กรุงเทพมหานคร,30,30,บางบอน,77,26,,,
1748,กรุงเทพมหานคร,30,30,หนองแขม,77,26,หนองแขม,,
1749,กรุงเทพมหานคร,30,30,ทวีวัฒนา,77,27,,,
1750,กรุงเทพมหานคร,30,30,ตลิ่งชัน,77,27,ตลิ่งชัน,,
1751,กรุงเทพมหานคร,30,30,ตลิ่งชัน,77,27,ฉิมพลี,,
1752,กรุงเทพมหานคร,30,30,หนองแขม,77,27,,หนองแขม,
1753,กรุงเทพมหานคร,30,30,บางแค,77,28,,,
1754,กรุงเทพมหานคร,30,30,ภาษีเจริญ,77,29,,,
1755,กรุงเทพมหานคร,30,30,ตลิ่งชัน,77,29,,ตลิ่งชัน,
1756,กรุงเทพมหานคร,30,30,ตลิ่งชัน,77,29,,ฉิมพลี,
1757,กรุงเทพมหานคร,30,30,บางพลัด,77,30,,,
1758,กรุงเทพมหานคร,30,30,บางกอกน้อย,77,30,,,
